mouse_num,initials,nec_date,sex,strain,sac_date,injection_date,virus,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,rcas_injection,injection_route,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,comments,tumor_bool
28708,KC,6/7/2022,F,N-TVA::Cas9f/f,6/7/2022,12/3/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/1/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
28709,KC,6/7/2022,M,N-TVA::Cas9f/f,6/7/2022,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/1/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
28710,KC,6/7/2022,M,N-TVA::Cas9f/f,6/7/2022,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/1/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
28780,KC,6/7/2022,F,N-TVA::Cas9f/f,6/7/2022,12/7/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted, some hunching",0
28781,KC,6/7/2022,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
28782,KC,6/7/2022,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
28783,KC,6/7/2022,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
28784,KC,6/7/2022,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
29161,RE,3/15/2022,F,N-TVA::Cas9f/f,3/15/2022,1/20/2022,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,1/18/2022,"Brain, Lungs, Liver",1,NA,1,1,"Head twitching back and forth,Very hunched posture,Slow moving. ... Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found",0
29162,RE,3/15/2022,F,N-TVA::Cas9f/f,3/15/2022,1/20/2022,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,1/18/2022,"Brain, Lungs, Liver",1,NA,1,1,"lethargic, slow movement,squinted eye,hunched back. ... Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve",0
29163,KC,6/21/2022,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
29164,KC,6/21/2022,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,"Sacked for end date. ... Brain was soft, all other organs appeared normal, no tumor noted",0
29165,KC,6/21/2022,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
29166,KC,6/21/2022,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted",0
29338,GP,7/19/2022,M,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29388 ON, HCI-22-29388 B",NA,yes,NA,Yes,Intracranial,2/9/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29385,KC,7/19/2022,F,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29385 ON, HCI-22-29385 B",NA,yes,NA,Yes,Intracranial,2/9/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29386,KC,7/19/2022,F,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29386 ON, HCI-22-29386 B",NA,yes,NA,Yes,Intracranial,2/9/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29387,RE,4/5/2022,M,N-TVA::Cas9f/f;Inkf/f,4/5/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,2/9/2022,Brain,1,NA,NA,NA,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation",1
29397,KC,7/19/2022,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29397 ON, HCI-22-29397 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29398,KC,7/19/2022,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29398 ON, HCI-22-29398 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29399,KC,7/19/2022,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29399 ON, HCI-22-29399 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29400,KC,7/19/2022,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29400 ON, HCI-22-29400 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29401,KC,7/19/2022,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,NA,NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29403,KC,7/19/2022,M,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29403 ON, HCI-22-29403 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29404,KC,7/19/2022,M,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29404 ON, HCI-22-29404 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29405,KC,7/19/2022,M,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29405 ON, HCI-22-29405 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29406,KC,7/19/2022,F,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29406 ON, HCI-22-29406 B",NA,yes,NA,Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0
29409,RE,4/4/2022,M,N-TVA::Cas9f/f;Inkf/f,4/4/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,2/10/2022,"Brain, Lungs, Liver",1,NA,1,1,"ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead.",1
29818,KC,8/22/2022,F,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,End Date. ... Brain appeared normal,0
29819,KC,8/22/2022,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,End Date. ... Brain appeared normal,0
29820,KC,8/22/2022,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,End Date. ... Brain appeared normal,0
29821,KC,8/22/2022,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,End Date. ... Brain appeared normal,0
29822,KC,8/22/2022,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,End Date. ... Brain appeared normal,0
30212,KC,10/8/2022,F,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30213,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30214,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,tumor,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve, tumor",1,1,NA,NA,"sacked for end date. ... Tumor on outside of R hemisphere skull, brain appeared normal",0
30215,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30216,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30217,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30218,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30232,KC,10/8/2022,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30233,KC,10/8/2022,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30234,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30235,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30236,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
30237,KC,10/8/2022,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,sacked for end date. ... Skull and brain appeared normal,0
