exclude,mouse_num,src,strain_injection,strain,injected_with,resultant_geno,dob,injection_date,death_date_true,aod,exp_end_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata
NA,25504,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-02-01,60,NA,NA,NA,2021-01-29,NA,NA,ZL,5x105,5uL,9729,25504-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-2,M,Tumor on head noticed,NA
NA,25505,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-03-04,91,NA,2021-02-19,NA,NA,NA,1,ZL,5x105,5uL,9730,25505-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-2,M,Looks sick/losing weight,NA
NA,25548,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-04,2020-12-04,2021-05-10,157,2021-05-10,NA,NA,NA,NA,NA,RH,5x105,5uL,9782,25548-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-2-1,F,experimental endpoint,NA
NA,25549,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-04,2020-12-04,2021-05-10,157,2021-05-10,NA,NA,NA,NA,NA,RH,5x105,5uL,9783,25549-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-2-1,F,experimental endpoint,NA
NA,25550,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-04,2020-12-04,2021-05-10,157,2021-05-10,NA,NA,NA,NA,NA,RH,5x105,5uL,9784,25550-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-2-2,M,experimental endpoint,NA
NA,25595,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-09,2020-12-10,2021-05-10,151,2021-05-10,NA,NA,NA,NA,NA,RH,5x105,5uL,9842,25595-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-3-1,F,experimental endpoint,NA
NA,25596,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-09,2020-12-10,2021-05-10,151,2021-05-10,NA,NA,NA,NA,NA,RH,5x105,5uL,9843,25596-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-3-1,F,experimental endpoint,NA
NA,25597,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-09,2020-12-10,2021-05-10,151,2021-05-10,NA,NA,NA,NA,NA,RH,5x105,5uL,9844,25597-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-3-2,M,experimental endpoint,NA
NA,25687,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-05-20,149,2021-05-20,NA,NA,NA,NA,NA,ZL,2x105,2uL,9954,25687-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-1,F,sacked for experimental endpoint,NA
NA,25688,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-05-20,149,2021-05-20,NA,NA,2021-05-19,NA,NA,ZL,2x105,2uL,9955,25688-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-1,F,"tumor noted on 5/19/21, sacked for experimental endpoint",NA
NA,25689,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-02-10,50,NA,2021-02-09,NA,NA,NA,NA,ZL,2x105,2uL,9956,25689-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-1,F,"Weakness in legs noted on 2/9/21, sacked once paralyzed",NA
NA,25690,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-04-13,112,NA,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9957,25690-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"partially paralyzed on 4/7/21, obviously looked ill, so sacked it",NA
NA,25691,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-04-07,106,NA,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9958,25691-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"paralyzed on hind legs and hunched, so sacked",NA
NA,25692,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-04-12,111,NA,NA,NA,NA,NA,1,ZL,2x105,2uL,9959,25692-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"found dead, euthanized because of paralysis",NA
NA,25693,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-03-22,90,NA,2021-03-22,NA,NA,NA,NA,ZL,2x105,2uL,9960,25693-10,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,NA,NA
NA,25694,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-04-09,108,NA,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9961,25694-30,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-3,M,"loosing mobility in hind legs 4/7/21, sacked prior to weekend, noticed mass of mushy tissue under brain and started a cell line with it",NA
NA,25695,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2020-12-22,2021-03-29,97,NA,2021-03-15,NA,NA,NA,1,ZL,2x105,2uL,9962,25695-11,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-3,M,"Ungroomed and falling sick on 3/15/21, found dead on 3/29/21",NA
NA,25741,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-05-14,137,NA,2021-05-21,NA,NA,NA,NA,ZL,5x105,5uL,10019,25741-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,becoming emanciated and hunched,NA
NA,25742,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-04-05,98,NA,2021-04-05,NA,NA,NA,NA,ZL,5x105,5uL,10020,25742-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,"partially paralized, there was a mass disconnected from the base of the brain and attached to the cranial nerve, not sure if part of cerebellum, but fixed it",NA
NA,25743,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-03-17,79,NA,NA,NA,2021-02-11,NA,NA,ZL,5x105,5uL,10021,25743-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-3,M,Tumor noticed,NA
NA,25744,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-03-26,88,NA,2021-03-26,NA,NA,NA,NA,ZL,5x105,5uL,10022,25744-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-3,M,"becoming paralyzed, so sacked",NA
NA,25745,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-04-12,105,NA,2021-04-12,NA,NA,NA,NA,ZL,5x105,5uL,10023,25745-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-2,M,"partially paralyzed, but also lookes emanciated, so had to sack",NA
NA,25746,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-03-03,65,NA,2021-03-03,NA,NA,NA,NA,ZL,5x105,5uL,10024,25746-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-2,M,Paralyzed and sacked,NA
NA,25747,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-04-15,108,NA,2021-04-12,NA,NA,NA,NA,ZL,5x105,5uL,10025,25747-30,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-2,M,"starting to loose hind leg mobility 4/12/21, sacked when it looked worse",NA
NA,25748,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-26,2020-12-28,2021-05-10,133,NA,2021-05-10,NA,NA,NA,NA,ZL,5x105,5uL,10026,25748-11,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-2,M,breathing heavy and hind legs paralyzed,NA
NA,25763,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-28,2020-12-28,2021-03-14,76,NA,NA,NA,NA,NA,1,ZL,5x105,5uL,10044,25763-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-1,F,Animal found dead (unable to necropsy),NA
NA,25764,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-28,2020-12-28,2021-04-02,95,NA,2021-03-31,NA,NA,NA,1,ZL,5x105,5uL,10045,25764-30,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-3,M,"starting to look lethargic 3/31/21, hunched over and sacked on 4/2 so it isn't found dead over the weekend",NA
NA,25765,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-28,2020-12-28,2021-03-24,86,NA,2021-03-24,NA,NA,NA,NA,ZL,5x105,5uL,10046,25765-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-2,M,"partially paralyzed on hind legs, so sacked",NA
NA,25766,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-28,2020-12-28,2021-03-03,65,NA,2021-03-03,NA,2021-01-29,NA,NA,ZL,5x105,5uL,10047,25766-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-3,M,tumor on head noticed,NA
NA,25767,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-28,2020-12-28,2021-03-17,79,NA,2021-03-17,NA,NA,NA,NA,ZL,5x105,5uL,10048,25767-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-3-3,M,Paralysis noted and sacked,NA
NA,25782,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-05-28,149,2021-05-28,NA,NA,NA,NA,NA,RH,5x105,5uL,10068,25782-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-1,F,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30
NA,25783,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-05-28,149,2021-05-28,NA,NA,NA,NA,NA,RH,5x105,5uL,10069,25783-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-1,F,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30
NA,25784,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-05-28,149,2021-05-28,NA,NA,NA,NA,NA,RH,5x105,5uL,10070,25784-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-2,M,Tumor noticed (domed head),conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30
NA,25785,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-05-28,149,2021-05-28,NA,NA,NA,NA,NA,RH,5x105,5uL,10071,25785-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-2,M,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30
NA,25786,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-01-27,28,NA,NA,NA,2021-01-26,NA,1,RH,5x105,5uL,10072,25786-11,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-2,M,Tumor noticed - 1/27/21 - Mouse found dead,NA
NA,25787,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-05-28,149,2021-05-28,NA,NA,NA,NA,NA,RH,5x105,5uL,10073,25787-10,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-2,M,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30
NA,25788,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-12-29,2020-12-30,2021-05-28,149,2021-05-28,NA,NA,NA,NA,NA,RH,5x105,5uL,10074,25788-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-3-2,M,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30
NA,26007,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-01-22,2021-04-13,81,NA,2021-04-13,NA,NA,NA,NA,RH,5x105,5uL,10335,26007-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-1,F,"partially paralyzed, so sacked",NA
NA,26008,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2021-01-20,2021-01-22,2021-06-08,137,NA,2021-06-08,NA,NA,NA,NA,RH,5x105,5uL,10336,26008-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-4-1,F,tumor noticed and sacked same day,NA
