mouse_num,tumor_id,patho_est_location,patho_tumor_grade,patho_notes,requests,tumor,mouse_tumor,necropsy_file_comments,strain,virus,tyr_cre_status,gender,dob,injection_date,tumor_noticed,behavior_noticed,death_date,end_date,mri_imaging_date,age_of_tumor_onset,age_of_behavior_onset,age_at_death,tumor_locations,tumor_grade_post_h_e,notes,injected_by,mouse_num_tag,mouse_tag,age_death_cap,exclude,mouse_id,shorthand_strain_name,tyr_cre_status_confirmed,injected_with,number_of_cells_injected,vol_injected,tva_status,birth_date,domed_head_or_observable_tumor_date,behavior_date,brain_harvested,other_organs_harvested,behavior_and_necropsy_notes,fixed_tissue_still_in_ethanol,is_useful_as_a_control_or_otherwise_includes_a_large_tumor,h_e_submission_date,tissues_submitted,brain_h_e_and_ihc_notes,sheri_has_seen_h_e,proof_of_mass,full_slide_scan_of_h_e_on_external_hd,ki67_result,full_slide_scan_of_ki67_on_external_hd,p_erk_result_only_listed_if_it_was_done,full_slide_scan_of_p_erk_on_external_hd,unstained_slides_available,death_age_or_current_age_for_survival_curve,overall_survival_1_if_there_was_any_evidence_of_tumor_visible_before_necropsy_or_after_ihc_behavior_change_or_unexplained_death_0_if_not,tumor_free_survival_1_only_if_there_was_any_abnormal_mass_or_enlargement_visible_upon_necropsy_or_h_e_0_if_mouse_survived_to_150_days_and_had_no_tumor_exclude_if_death_was_early_and_no_hard_proof_of_tumor,glioma_free_survival_1_if_a_glioma_inside_brain_or_infiltrating_the_brain_verified_by_ki67_0_if_no_observable_glioma_is_present_exclude_if_h_e_wasnt_done_or_mouse_was_sacked_before_150_days_for_whatever_reason,cranial_nerve_tumor_anything_in_the_cranial_cavity_but_not_necessarily_infiltrating_or_inside_the_brain_most_likely_located_under_the_brain,intracranial_glioma_or_outside_of_brain_and_still_in_skull_combo_of_previous_2,head_tumor_outside_of_and_connected_to_skull,lymph_node_tumor_wasnt_always_looking_for_but_noticed_when_they_were_big,lower_spinal_cord_tumor_unfortunatly_didnt_start_looking_for_this_until_later,eye_tumor_where_it_was_clear_it_was_the_optical_nerve_and_or_involving_the_eye,auditory_nerve_not_connected_to_skull_like_head_tumors_but_on_head_and_connected_to_skin_sort_of,cutaneous_skin_somewhere_on_body,rib_cage,lethargic_difficulty_breathing_looked_sick,puffy_full_of_gas,paralysis_from_starting_to_drag_hind_legs_to_full_on_immobility,hydrocephalus,non_tumor_related_reason_for_death,nothing_abnormal,found_dead
25082,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-10-19,2020-10-19,NA,NA,2021-03-18,2021-03-18,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25082-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25083,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-10-19,2020-10-19,NA,NA,2021-03-18,2021-03-18,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25083-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25084,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-10-19,2020-10-19,NA,NA,2021-03-18,2021-03-18,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25084-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25085,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-10-19,2020-10-19,NA,NA,2021-03-18,2021-03-18,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25085-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25086,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-10-19,2020-10-19,NA,NA,2021-03-18,2021-03-18,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25086-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25087,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-10-20,2020-10-20,NA,NA,2021-03-19,2021-03-19,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25087-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25088,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-10-20,2020-10-20,NA,NA,2021-03-19,2021-03-19,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25088-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25089,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-10-20,2020-10-20,NA,NA,2021-03-19,2021-03-19,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25089-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25090,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-10-20,2020-10-20,NA,NA,2021-03-19,2021-03-19,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25090-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25091,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-10-20,2020-10-20,NA,NA,2021-03-19,2021-03-19,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25091-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25092,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-10-20,2020-10-20,NA,NA,2021-03-19,2021-03-19,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25092-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25214,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-05,2020-11-05,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,151,NA,NA,No tumor. Sac'd for end date.,NA,25214-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25215,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-05,2020-11-05,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,151,NA,NA,No tumor. Sac'd for end date.,NA,25215-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25216,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-05,2020-11-05,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,151,NA,NA,No tumor. Sac'd for end date.,NA,25216-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25218,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-05,2020-11-05,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,151,NA,NA,No tumor. Sac'd for end date.,NA,25218-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25220,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-05,2020-11-05,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,151,NA,NA,No tumor. Sac'd for end date.,NA,25220-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25221,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-05,2020-11-05,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,151,NA,NA,No tumor. Sac'd for end date.,NA,25221-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25238,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-06,2021-02-03,NA,2021-03-03,2021-03-03,NA,89,NA,117,NA,NA,"extracranial tumor, no glioma",NA,25238-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25239,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-06,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25239-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25240,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-06,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25240-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25241,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-06,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25241-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25242,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-06,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25242-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25258,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-09,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25258-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25259,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-09,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25259-11,11,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25261,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-09,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25261-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25262,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-09,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25262-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25263,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-09,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25263-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25264,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-06,2020-11-09,NA,NA,2021-04-05,2021-04-05,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25264-30,30,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25266,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25266-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25267,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25267-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25268,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25268-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25269,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25269-30,30,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25271,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25271-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25272,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25272-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25274,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-07,2020-11-09,NA,NA,2021-04-06,2021-04-06,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25274-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25304,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-10,2020-11-11,NA,NA,2021-04-09,2021-04-09,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25304-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25305,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-10,2020-11-11,NA,NA,2021-04-09,2021-04-09,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25305-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25307,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-10,2020-11-11,NA,NA,2021-04-09,2021-04-09,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25307-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25308,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-10,2020-11-11,NA,NA,2021-04-09,2021-04-09,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25308-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25309,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-10,2020-11-11,NA,NA,2021-04-09,2021-04-09,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25309-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25310,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f,RCAS-Cre,NA,NA,2020-11-10,2020-11-11,NA,NA,2021-04-09,2021-04-09,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25310-30,30,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25328,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f; Atrxf/f,RCAS-Cre,NA,NA,2020-11-13,2020-11-13,NA,NA,2021-04-12,2021-04-12,NA,NA,NA,150,NA,NA,No tumor. Sac'd for end date.,NA,25328-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
