mouse_num,patho_location,patho_tum_grade,patho_notes,patho_requests,tumor_locations,tumor_grade_he,injected_by,mouse_num_tag,mouse_tag,src,tva,h12,pten,ink,atrx,cells_injected,vol_injected,tva_status,brain_harvested,organs_harvested,tis_fix_etoh,control_or_lgtumor,tis_submitted,brain_ihc_notes,sheri_saw_he,proof_of_mass,slide_on_HD_he,ki67_result,slide_on_HD_ki67,perk_result,slide_on_HD_perk,unstain_slid_avail,tumor_free_surv,glioma_free_surv,cranial_n_tum,intracranial_glioma,head_tumor_skull,lymph_tumor,low_spin_tum,eye_tumor1,auditory_n_to_skin,cutaneous_skin,rib_cage,lethargic,mouse_puffy,paralysis1,hydrocephalus,non_tum_death,nothing_abnormal,found_dead,strain,virus,nf1_ko,pten_ko,ink_ko,atrx_ko,genes_ko,time_after_tum,time_from_behav,pretumorigenic,col_notes,nec_by,dox_tx,zinc_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,nec_comments,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,img_sample,staining,img_path,img_by,slide_label,slide_number,tyr_cre
28784,NA,NA,NA,NA,NA,NA,RH,28784-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29161,NA,NA,NA,NA,NA,NED but check pathology?,RE,29161-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,0,NA,"Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29162,NA,NA,NA,NA,NA,NED but check pathology?,RE,29162-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,0,NA,"Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29163,NA,NA,NA,NA,NA,NA,RE,29163-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,KC,NA,No,NA,NA,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-07-01-R1-S3.mrxs,TE,Perk TE,3,+/+
29163,NA,NA,NA,NA,NA,NA,RE,29163-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,KC,NA,No,NA,NA,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-34-36-R1-S7.mrxs,TE,Perk TE,3,+/+
29164,NA,NA,NA,NA,NA,NA,RE,29164-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,squishy brain,KC,NA,No,NA,NA,NA,NA,"Sacked for end date. ... Brain was soft, all other organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-43-01-R1-S8.mrxs,TE,Perk TE,3,+/+
29165,NA,NA,NA,NA,NA,NA,RE,29165-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29166,NA,NA,NA,NA,NA,NA,RE,29166-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29385,NA,NA,NA,NA,NA,NA,RE,29385-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29386,NA,NA,NA,NA,NA,NA,RE,29386-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29388,NA,NA,NA,NA,NA,NA,RE,29388-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,96,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29389,NA,NA,NA,NA,NA,NA,RE,29389-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,67,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29390,NA,NA,NA,NA,NA,NA,RE,29390-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,66,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29397,NA,NA,NA,NA,NA,NA,RE,29397-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29398,NA,NA,NA,NA,NA,NA,RE,29398-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29399,NA,NA,NA,NA,NA,NA,RE,29399-03,03,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29400,NA,NA,NA,NA,NA,NA,RE,29400-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29401,NA,NA,NA,NA,NA,NA,RE,29401-30,30,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29403,NA,NA,NA,NA,NA,NA,RE,29403-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29404,NA,NA,NA,NA,NA,NA,RE,29404-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29405,NA,NA,NA,NA,NA,NA,RE,29405-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29406,NA,NA,NA,NA,NA,NA,RE,29406-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29407,NA,NA,NA,NA,NA,NA,RE,29407-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,4,NA,"ruffle fur noticed, but no obs. Tumor. found dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29408,NA,NA,NA,NA,NA,NA,RE,29408-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,5,NA,"ruffle fur noticed, but no obs. Tumor. found dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
29410,NA,NA,NA,NA,NA,NA,RE,29410-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,5,NA,"ruffle fur noticed, but no obs. Tumor. found dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29818,NA,NA,NA,NA,NA,NA,RE,29818-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,103,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29819,NA,NA,NA,NA,NA,NA,RE,29819-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,103,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29820,NA,NA,NA,NA,NA,NA,RE,29820-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,103,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
29821,NA,NA,NA,NA,NA,NA,RE,29821-03,03,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink KO,atrx wt,nf1 KO;pten wt;ink KO;atrx wt,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
