tumor_bool,tumor_qual,mouse_num,initials,nec_date,disposition,sex,strain,sac_date,injection_date,virus,date_tumor_reported,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,comments,rcas_injection,injection_route,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,date_tumor_reported2
1,NA,28203,RE,1/3/2022,"Little Mobility in back legs,Trouble breathing,Red, sunken eyes,Extremely Underweight",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/3/2022,10/13/2021,RCAS Cre-U6sgRNA-ex2-NF1,12/21/2021,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,T1,No,"T1, Brain, Lungs, Liver",NA,NA,NA,NA,"Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs_NA",NA,NA,10/12/2021,"T1, Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28204,RE,1/3/2021,"Red, Sunken Eyes,Head bulge",M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/3/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"Red, sunken eyes, head bulge, soft skull, fat on heart, no obs. Tumor, possible blood clot on liver_NA",NA,NA,10/12/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28205,RE,1/3/2021,"Complete Lower Paralysis,Swollen Cheeks,Large back hump",M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/3/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"Complete lower paralysis, swollen cheeks, large hump on the back, thin skull, possible blood clot on the liver_NA",NA,NA,10/12/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
NA,NA,28207,KC,12/16/2021,NA,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,12/15/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,T1,No,"Brain, Lungs, Liver, T1",NA,NA,NA,NA,"Tumor was on top of head, but did not go into the skull. The skull was intact and brain appeared normal. Lungs and Liver appeared normal_NA",NA,NA,10/12/2021,"Brain, Lungs, Liver, T1",1,NA,1,1,NA
1,NA,28208,RE,12/22/2021,NA,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,12/22/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,12/4/2021,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,"T1, T2, T3",No,"Brain, Lungs, Liver, T1, T2, T3",NA,NA,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)_NA",NA,NA,10/12/2021,"Brain, Lungs, Liver, T1, T2, T3",1,NA,1,1,NA
1,"Glioma, tumor was so large that there was a change of shape to the skull, tumor was attached to the optic nerve",28526,KC,3/7/2022,"No visible head tumor, bulging eyeball,Hunched posture",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,3/7/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve_NA",NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
1,NA,28527,KC,1/20/2022,"Large head tumor, could barely open eyes,Weight loss",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/20/2022,10/20/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor,All other organs appeared normal_NA",NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
2,"Potentially. Nothing visible, but symptoms consistent with glioma",28528,KC,2/28/2022,"Sqiunted eyes,Lack of mobility,general malaise",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,3/23/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, watery and soft. Lungs and liver looked healthy.,No primary tumor visible_NA",NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
1,"Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present",28529,KC,2/28/2022,"Visible head tumor,Back leg paralysis",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2/28/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision_NA",NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
1,"Glioma, no tumor visible but paralysis present",28530,RF,2/15/2022,"No visible tumor,Back leg paralysis",M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2/15/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Ptenf/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision_NA",NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
1,"Glioma, no tumor visible but paralysis present",28531,RF,2/15/2022,"No visible tumor,Back leg paralysis,Stopped grooming, looked unwell",M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2/15/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Ptenf/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision,Brain was incredibly soft, difficult to remove,anatomy looked otherwise healthy_NA",NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
1,Glioma,28532,JP,1/13/2022,No visible tumor,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/13/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Ptenf/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,No tumor was noted_NA,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28708,KC,6/7/2022,Sacked for end date,F,N-TVA::Cas9f/f,6/7/2022,12/3/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/1/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28709,KC,6/7/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/7/2022,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/1/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28710,KC,6/7/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/7/2022,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/1/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28780,KC,6/7/2022,Sacked for end date,F,N-TVA::Cas9f/f,6/7/2022,12/7/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted, some hunching_NA",NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28781,KC,6/7/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28782,KC,6/7/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28783,KC,6/7/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,28784,KC,6/7/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,12/6/2021,"Brain, Lungs, Liver",1,NA,1,1,NA
NA,NA,29161,RE,3/15/2022,"Head twitching back and forth,Very hunched posture,Slow moving",F,N-TVA::Cas9f/f,3/15/2022,1/20/2022,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found_NA",NA,NA,1/18/2022,"Brain, Lungs, Liver",1,NA,1,1,NA
NA,NA,29162,RE,3/15/2022,"lethargic, slow movement,squinted eye,hunched back",F,N-TVA::Cas9f/f,3/15/2022,1/20/2022,RCAS Cre + RCAS proHBEGF,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve_NA",NA,NA,1/18/2022,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,29163,KC,6/21/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,NA
0,NA,29164,KC,6/21/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,"Brain was soft, all other organs appeared normal, no tumor noted_NA",NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,NA
0,NA,29165,KC,6/21/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,NA
0,NA,29166,KC,6/21/2022,Sacked for end date,M,N-TVA::Cas9f/f,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,"Brain, Optic Nerves",NA,NA,NA,NA,"All organs appeared normal, no tumor noted_NA",NA,NA,1/18/2022,"Brain, Optic Nerves",1,1,NA,NA,NA
0,NA,29338,GP,7/19/2022,Sac for end date,M,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29388 ON, HCI-22-29388 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29385,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29385 ON, HCI-22-29385 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29386,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29386 ON, HCI-22-29386 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
1,NA,29387,RE,4/5/2022,NA,M,N-TVA::Cas9f/f;Inkf/f,4/5/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,3/29/2022,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Brain,NA,NA,NA,NA,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation_NA",NA,NA,2/9/2022,Brain,1,NA,NA,NA,NA
0,NA,29397,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29397 ON, HCI-22-29397 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29398,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29398 ON, HCI-22-29398 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29399,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29399 ON, HCI-22-29399 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29400,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29400 ON, HCI-22-29400 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29401,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,NA,NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29403,KC,7/19/2022,Sac for end date,M,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29403 ON, HCI-22-29403 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29404,KC,7/19/2022,Sac for end date,M,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29404 ON, HCI-22-29404 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29405,KC,7/19/2022,Sac for end date,M,N-TVA::Cas9f/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f,NA,No,Yes,"HCI-22-29405 ON, HCI-22-29405 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,29406,KC,7/19/2022,Sac for end date,F,N-TVA::Cas9f/f;Inkf/f,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,"HCI-22-29406 ON, HCI-22-29406 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology._NA",Yes,Intracranial,2/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
1,NA,29409,RE,4/4/2022,NA,M,N-TVA::Cas9f/f;Inkf/f,4/4/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,3/29/2022,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead._NA",NA,NA,2/10/2022,"Brain, Lungs, Liver",1,NA,1,1,NA
0,NA,29818,KC,8/22/2022,End Date,F,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Brain appeared normal_NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,NA
0,NA,29819,KC,8/22/2022,End Date,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Brain appeared normal_NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,NA
0,NA,29820,KC,8/22/2022,End Date,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Brain appeared normal_NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,NA
0,NA,29821,KC,8/22/2022,End Date,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Brain appeared normal_NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,NA
0,NA,29822,KC,8/22/2022,End Date,M,N-TVA::Cas9f/f;Inkf/f,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,1,yes,NA,Brain appeared normal_NA,Yes,Intracranial,3/23/2022,"Brain, Optic Nerve",1,1,NA,NA,NA
0,NA,30212,KC,10/8/2022,sacked for end date,F,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30213,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30214,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,tumor,No,Yes,NA,NA,NA,NA,"Tumor on outside of R hemisphere skull, brain appeared normal_NA",Yes,Intracranial,5/9/2022,"Brain, optic nerve, tumor",1,1,NA,NA,NA
0,NA,30215,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30216,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30217,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30218,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/9/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30232,KC,10/8/2022,sacked for end date,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30233,KC,10/8/2022,sacked for end date,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30234,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30235,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30236,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
0,NA,30237,KC,10/8/2022,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,NA,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal_NA,Yes,Intracranial,5/10/2022,"Brain, optic nerve",1,1,NA,NA,NA
