,,,,,,,,
slot,Mouse ID,Organ,Stain,note,Box Label,sample type,Loc,container
22,26011,head tumor,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
23,26010,t1,,declac*,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
24,22445,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
25,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,28783,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
2,28782,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
3,28709,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
4,29561,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
5,28829,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
6,28781,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
7,28708,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
8,29561,,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
9,28828,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
10,28710,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
11,28780,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
12,28784,bll,,,none,Fixed tissue in 70% etoh,NFG20,Styrofoam 50-mL conical half-rack
